Gene	cmp0_2297	cmp0_2298	cmp0_2306	cmp0_2307	cmp0_2353	cmp0_2373	cmp0_2414	cmp0_2427	cmp0_2432	cmp0_2460	cmp0_2461	cmp0_2479	cmp0_2510	cmp0_2512	cmp0_2568	cmp0_2581	cmp0_2582	cmp0_2619	cmp0_2636	cmp0_2679	cmp0_2719	cmp0_2759	cmp0_2771	cmp0_2796	cmp0_2847	cmp0_2886	cmp0_2901	cmp0_2964	cmp0_3029	cmp0_3110	cmp0_3165	cmp0_3180	cmp0_3191	cmp0_3215	cmp0_3221	cmp0_3225	cmp0_3243	cmp0_3321	cmp0_3353	cmp0_3391	cmp0_3410	cmp0_3420	cmp0_3429	cmp0_3438	cmp0_3454	cmp0_3584	cmp0_3612	cmp0_3633	cmp0_3662	cmp0_3719	cmp0_3833	cmp0_3846	cmp0_3863	cmp0_3901	cmp0_3967	cmp0_3974	cmp0_4042	cmp0_4047	cmp0_4071	cmp0_4192	cmp0_4226	cmp0_4347	cmp0_4373	cmp0_4422	cmp0_4428	cmp0_4433	cmp0_4469	cmp0_4500	cmp0_4511	cmp0_4524	cmp0_4535	cmp0_4544	cmp0_4550	cmp0_4558	cmp0_4608	cmp0_4678	cmp0_4712	cmp0_4716	cmp0_4741	cmp1_4827	cmp1_4850	cmp1_4868	cmp1_4885	cmp1_4892	cmp1_4896	cmp1_4897	cmp1_4901	cmp1_4915	cmp1_4945	cmp1_5015	cmp1_5153	cmp1_5176	cmp1_5224	cmp1_5251	cmp1_5257	cmp1_5276	cmp1_5328	cmp2_5646	cmp2_5781	cmp2_5823	cmp2_5846	cmp2_5866	cmp2_5915	cmp2_5954	cmp2_5980	cmp2_6008	cmp2_6080	cmp2_6117	cmp2_6127	cmp2_6146	cmp2_6147	cmp2_6166	cmp2_6177	cmp2_6206	cmp2_6378	cmp2_6432	cmp2_6504	cmp2_6599	cmp2_6640	cmp2_6673	gmp_6732	gmp_6736	gmp_6741	gmp_6754	gmp_6756	gmp_6765	gmp_6785	gmp_6789	gmp_6795	gmp_6806	gmp_6814	gmp_6818	gmp_6825	gmp_6830	gmp_6833	gmp_6834	gmp_6835	gmp_6846	gmp_6852	gmp_6854	gmp_6873	gmp_6874	gmp_6886	gmp_6893	gmp_6895	gmp_6897	gmp_6901	gmp_6902	gmp_6919	gmp_6946	gmp_6953	gmp_6955	gmp_6968	gmp_6974	gmp_6977	gmp_6978	gmp_7008	gmp_7012	gmp_7016	gmp_7017	gmp_7022	gmp_7028	gmp_7038	gmp_7046	gmp_7057	gmp_7069	gmp_7073	gmp_7083	gmp_7087	gmp_7096	gmp_7106	gmp_7108	gmp_7112	gmp_7114	gmp_7116	gmp_7132	gmp_7139	gmp_7140	gmp_7160	gmp_7161	gmp_7166	gmp_7171	gmp_7179	gmp_7183	gmp_7190	gmp_7196	gmp_7202	gmp_7204	gmp_7210	gmp_7216	gmp_7232	gmp_7254	gmp_7265	gmp_7268	gmp_7269	gmp_7270	gmp_7272	gmp_7274	gmp_7279	gmp_7286	gmp_7289	gmp_7290	gmp_7304	gmp_7305	gmp_7307	gmp_7314	gmp_7315	gmp_7318	gmp_7319	gmp_7323	gmp_7332	gmp_7333	gmp_7340	gmp_7354	gmp_7361	gmp_7363	gmp_7364	gmp_7370	gmp_7378	gmp_7382	gmp_7393	gmp_7395	gmp_7412	gmp_7416	gmp_7421	gmp_7430	gmp_7433	gmp_7434	gmp_7450	gmp_7454	gmp_7461	gmp_7497	gmp_7500	gmp_7502	gmp_7509	gmp_7527	gmp_7530	gmp_7536	gmp_7540	gmp_7551	gmp_7556	gmp_7565	gmp_7566	gmp_7572	gmp_7574	gmp_7581	gmp_7598	gmp_7604	gmp_7607	gmp_7608	gmp_7612	gmp_7614	gmp_7619	gmp_7623	gmp_7645	gmp_7647	gmp_7650	gmp_7665	gmp_7680	gmp_7688	gmp_7692	gmp_7696	gmp_7701	gmp_7733	gmp_7739	gmp_7742	gmp_7746	gmp_7752	gmp_7768	gmp_7769	gmp_7776	gmp_7779	gmp_7780	gmp_7789	gmp_7793	gmp_7815	gmp_7816
NASP_cluster9	0	0.750697	0.609711	0.904663	0.970968	0.9268	0.992703	1.415956	0	1.861153	1.226287	1.460202	0	1.287929	0	1.348566	1.124944	1.160681	1.686523	0.826051	1.462282	1.017639	0	0	0	0.923933	1.30713	1.393517	0.730656	0.74492	1.18628	1.309485	0	1.683113	0.934579	1.171106	0.69084	0	0	1.228821	0.646429	1.251994	1.16214	1.229297	1.849773	0	1.251619	1.346822	0	0.917008	0	1.21218	0.836377	0	0	1.000845	0	0	1.099823	1.034635	0	1.550252	0	1.071625	1.437661	0.84597	1.026041	0.811138	2.100571	0	0	0.951873	0.983762	0.990885	1.55264	0.803125	0.834714	1.262652	1.275049	0	0.656058	1.219369	0	2.775273	0	0	0.831733	0.81994	1.086784	1.877991	0.812252	1.892934	0	0.877523	1.432344	0.878934	1.640564	0	1.301776	1.329568	1.371878	2.004625	0	1.313541	1.499297	1.271538	1.860237	0	1.470813	1.227909	0.951212	0	1.640847	2.075714	0	1.310446	1.110099	0.880726	1.240689	0	0	0	1.647058	0	1.643761	1.27448	0.950741	1.972273	2.000572	1.52624	0.851669	1.547194	1.241108	0.791076	1.715523	1.714917	1.996983	0.932883	1.949	1.444005	1.248831	1.322581	1.227603	0.857071	1.34	1.174381	1.213746	1.802609	0.86314	1.164126	0.862225	2.127879	1.682329	0.954628	1.307742	0.882078	0.769869	0	0	0	0.778673	0.791728	1.209843	0.862929	1.210326	0.835353	1.567769	1.615184	1.338727	1.167339	1.617034	1.70974	2.153697	0.923847	1.217982	0.776456	1.873937	1.422276	0	1.565941	0.777279	0.813607	1.486408	0	1.014362	1.837237	2.213865	0	1.880173	0.895392	1.337195	1.609553	2.383483	1.633349	1.3411	0.767181	0	1.512019	1.729439	1.783586	0.84123	0.948768	0	1.073042	1.342114	1.282037	0.855762	1.2494	0	0.763153	0.947087	1.317285	0	1.68982	1.496469	0	1.180733	2.073536	1.753417	1.285982	0.897048	0	0.920494	1.256049	1.213647	0	0	1.331679	0	0.755285	0	0.943383	1.440385	2.469354	0.884799	0	0.909987	0	1.705647	0	1.308354	0	0	1.472298	0	1.137642	0.921779	0.815979	1.599028	1.274594	0.840383	1.829399	0.900712	1.296607	0	1.315036	1.325123	0	0	0.92899	1.315785	0	0	0	1.289453	0	2.071951	0.817113	1.771728	0	0.86505	1.384218	1.483176	1.465838	1.341495	0.887623	1.29828
SCP2_cluster9	0	0.213671	0	0.182076	0.195421	0.323082	0.244698	0	0	0	0.174519	0	0.347032	0.211647	0.136301	0.191921	0.22641	0.134871	0.169718	0.166254	0.169917	0	0	0.329927	0	0.185954	0	0.228998	0.147054	0.259678	0	0.166685	0.267603	0	0.266009	0.166666	0.310905	0.19217	0	0.428367	0.183993	0.218222	0	0	0	0.230178	0.20568	0.221325	0.304799	0.369121	0.158715	0	0.238058	0	0.295461	0.201434	0.168088	0.238939	0.271102	0.147244	0.191047	0	0.177364	0.152508	0.167056	0	0.168611	0	0.23156	0.236432	0	0	0.197996	0.141018	0.180416	0.16164	0.167998	0	0.181458	0.159467	0.186734	0.200381	0.212311	0	0	0.190558	0.236736	0.233379	0.154665	0	0	0	0.356382	0	0.249657	0	0	0.257679	0.185262	0.154496	0.159412	0.180432	0	0.186937	0	0	0.23679	0	0.2417	0.17475	0.191445	0.187612	0	0	0.322324	0	0.223423	0.250681	0	0	0.188476	0.166366	0	0	0.165415	0	0	0.162053	0.180067	0	0.17141	0	0.176628	0.159215	0.244145	0.154356	0.164084	0	0	0.167793	0	0.188223	0.247072	0	0.269693	0	0.172734	0.229455	0	0	0	0	0.293229	0	0	0	0.219128	0	0	0.1562	0.156719	0	0	0	0.172248	0.237766	0.257633	0.187684	0.269437	0.16613	0.265729	0	0.231695	0	0	0.312545	0	0.165268	0.258237	0	0.221237	0.16375	0.14958	0	0.144359	0	0.16841	0	0.239328	0	0.155381	0.161973	0	0	0	0.154406	0	0.248472	0.1421	0	0.169309	0.190953	0.179361	0.15271	0	0.182453	0	0	0	0	0	0	0.323815	0.26344	0.347779	0	0.168036	0.208664	0	0.183014	0	0.305517	0.185262	0	0	0	0	0	0.311095	0	0.170116	0	0	0.325357	0.178078	0.182832	0.259009	0.172776	0	0.179236	0.263325	0	0	0.20953	0.186304	0.161903	0.185521	0	0	0	0.169139	0	0.181281	0.184526	0.175156	0	0	0.317914	0	0	0	0.322172	0.187595	0	0.211898	0	0.147435	0	0	0	0.174103	0.160846	0	0	0	0.178646	0
GNAI3_cluster9	0	0	0.884019	0	0	0	0	1.026499	0	0	0	0	0	1.078128	0	0	0	0.971607	0	0	1.224075	1.043317	0	1.372239	0	0	0	0	0	0	0	0	0	1.220172	1.355046	0	0	0	0	0	0	0	0	1.029043	0	0	1.047731	0	0	0	0	0	0	0	0	1.026104	1.2109	0	0	0	1.376299	0	0	0	0	0	0	0	0.963109	1.20438	1.067595	0	0	0	0	0	0	0	0	0	1.647559	0	0	0	0	0	0	0	1.575725	1.361448	0	0	0	0	1.038379	0	0	0	0	1.112982	0	0	0	0	0	1.303626	0	1.209421	0	0	0	1.351555	1.189534	0	0	1.343514	0	1.276965	0	0	0	1.694934	0	0	0	0	0	0	0	0	1.234836	0	0	1.146983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25014	1.1661	0	0	0	0	0	0	0	0	1.596643	0	0	0	1.240871	0	0	0	0	0	1.353621	0	1.18025	0	0	0	0	0	1.315454	1.310847	0	0	0	1.273181	1.039957	0	0	1.778727	1.219131	1.29823	1.119366	1.166846	0	0	1.37494	1.112335	0	0	0	1.493041	0	0	0	0	0	0	0	0	0	1.106494	0	1.350526	0	1.095705	0	1.376572	0	1.50321	1.797665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.236507	0	1.341369	0	0	1.067342	0	0	0	1.183089	0	0	0	0	0	0	1.261816	0	0	0	1.344783	0	0	0	0	0	1.526506	0	0	1.184732	0	1.192883	0	1.158728	0	0	0	0	0
ILF2_cluster9	0	0	0.781026	0.579428	0.879492	1.187211	1.101267	0	1.180889	0	0	0.935244	0	1.260063	1.37166	1.931388	0.720514	1.213977	0	1.058154	1.529425	1.724468	0	1.212365	1.596637	0	0	1.030611	0	0.954227	0	0.530448	1.593204	1.320295	1.197176	1.060778	1.251511	0	0.671238	0.787048	0.828062	1.134041	1.052659	0.642871	1.451031	1.268736	1.309087	0.704331	1.120031	0	1.428594	1.552778	0	0	1.085716	0.906557	1.069822	1.317027	0.704424	1.481786	1.489231	1.404201	1.128867	0.970666	1.063259	1.53254	0.929378	0	1.042137	0.752405	0	0.862197	0.63009	1.09925	0.811964	0.727462	1.069252	0.933826	0	1.435364	2.058543	1.561989	0.675646	0.671844	1.481641	1.485422	0.753375	1.050324	2.509729	1.202834	1.040481	1.565209	1.603901	0.794851	1.123584	1.780199	1.213318	1.15969	1.179135	1.70315	1.014608	1.406489	0	1.189794	1.108842	1.410596	1.065678	1.511112	1.087773	1.112227	1.49233	0	1.28714	0.840834	1.184428	1.453761	0.711008	1.128193	1.376372	0	1.696479	0.748733	0	0.808623	0.744451	0.816291	0.60894	0.729321	1.146072	0.79816	0	1.401435	1.124184	0	1.345719	0	1.279047	1.195002	1.019245	1.849741	1.599728	1.694199	0.786268	0	0.991028	1.504357	1.554783	0.730204	0.781824	0	0	0.728493	1.077516	1.222857	2.05168	1.383868	0.697339	0.862282	1.04571	0.994164	1.221638	1.014189	1.342151	1.353828	0	0	1.420067	0	1.48513	1.295002	0.845641	1.095071	1.277094	0.836811	1.103236	1.218163	1.518193	0.74379	0	0.818921	0	1.042214	1.165993	0.795389	0.918798	0	0.757931	1.571496	0.761623	1.146979	0.988953	0.728958	1.632002	0.854173	0	0.694904	1.856456	1.581446	0.904424	1.744996	1.866457	1.488496	0.807213	0	0.701869	0.821132	1.096216	0.924025	0.844834	1.828893	0.857861	0.843708	1.189903	0.684514	1.355489	0.859978	0.756249	1.150152	1.375445	0.823658	1.1491	1.122666	1.667546	1.137717	0.777328	1.651514	1.362868	0	0.80834	0	1.326077	0	1.304688	0.845399	0	0	0	0.77758	0.772478	1.803727	0	0	1.292973	0.942992	0.83846	1.784817	0	0	1.254336	1.49047	1.076513	0.741055	0	1.174453	1.365357	0.842267	0.848729	0.826059	1.455129	1.881584	1.538639	0.837124	0.844271	1.032221	1.348662	0.811393	0.938375	1.281948	0.802406	1.053907	0	1.61866	1.343447	1.327739	1.488204	0	1.175972
MEF2D_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.180557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.32291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.318215	0	2.20676	0	0	0	0	0	0	0	0	0	0	0	2.249195	0	0	0	0	0	2.236484	0	0	0	0	2.473536	0	0	0	0	0	0	0	0	0	0	0	0	0	2.41627	2.452792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.275287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7692	0	0	0	0	0	2.356156	0	2.270876	0	0	0	0	0	0	0	0	2.190103	0	0	0	0	0	0	0	0	2.307507	0	0	0	0	0	0	0	0	0	0	2.177517	0	0	2.37562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.246136	0	0	0	0	0	0	0	0
ATP1B1_cluster9	0	0	0	1.185669	0	0	0	0	0	2.439258	0	0	0	0.974556	0	0	1.474368	0	0	1.531078	0	0	0	0	0	0	0	0	0	1.952609	0	0	0	1.559817	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.441444	0	1.7594	0	0	0	0	0	0	1.503436	0	1.539627	0	0	0	1.298669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.025653	0	0	0	0	0	0	0	1.42279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.589855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.491647	1.669757	0	0	0	0	0	1.308641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.601393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.566646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.69034	0	0	0	0	2.443205	0	0	1.660328	0	0	0	0	0	0	0	0	0	0	0
SMG7_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.144547	0	2.131307	0	0	0	0	0	0	0	0	0	1.809381	0	0	0	0	0	0	0	0	0	0	1.666583	0	1.453781	0	0	0	0	0	0	0	0	0	2.508101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.140708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.138584	0	0	0	1.511909	0	0	0	0	2.00892	0	0	1.929057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.983741	2.448555	0	0	0	0	0	0	0	0	0	0	0	0	1.856351	2.099602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.050234	0	0	0	0	1.900897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.025648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.723489	2.69165	0	0	0
RGS2_cluster9	0	0	0	0	0	0	0	0	1.189643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.857916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.857211	1.071951	0	0	0	0	0	0	1.077177	0	0	0	0	0	1.667255	0	0	0	0	0	0.991694	0	0	0	0	0	0	0	1.728612	0	1.187876	1.715777	0	0	0	0	0	0	1.518265	1.864446	1.095838	0	0	1.70122	0	0	0	0	0	1.136556	1.132135	1.510831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.106029	0	0	0	0	0	0	0	0	0	1.231925	0	0	0	0	0	0	0	0	1.103988	0	0	0	1.168075	1.203404	0	1.065204	0	0	0	0	0	0	1.081485	0	0	1.649982	0	1.049938	0	0	0	0	0	1.119455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.991919	0	0	0	0	0	0	0.984831	1.222195	0	0	0	0	0	0	0.946055	0	0	0	0	0	0	0	1.663758	0	0	0	0.974677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.031756	0	0	0	0	0	1.123072	1.199975	0	0	0	0	0	0	0	0	0	0	0	0	1.143189	0	0	0	0	0	1.22412	0	0
RBBP5_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.621133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.528367	0	0	0	0	4.300698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.389115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD34_cluster9	1.006703	0	0.776914	0	0	0	0	1.275806	1.17467	0	1.104907	0	0	0.947504	0.862946	0	0	0	0	0	0	0	1.187691	0	0.916965	0	0	0	0.931027	0.949203	0	0.746217	1.198007	1.072339	1.190874	0	0	0	0	1.107195	0.823701	0	0	0.904369	1.17852	0	0	0.990829	1.575621	0	1.004848	1.5446	0	0	1.08	0.901783	0	0	0	0	1.20955	0	0	0	0	1.077966	0	1.461701	0	1.496887	0	0	0.886389	0	0	1.023367	0	0	1.148843	0	1.182244	0	0.950476	1.637009	0	0	1.835669	0	0	0	1.034998	0.984712	0	0	0.912571	0	0	1.63141	1.172924	0	1.427316	0	0	1.673762	0	0	0	0	0	0	0	0	0	0	0	1.180737	0	0	1.117886	0	0	0	0	0	0	0	1.211466	0	1.140035	0	0	0	0	0	0	0	1.038841	0	0	0	0	1.191671	0	0	0	0	0	0	0	0	0	1.024822	0	0	0	1.123975	0	0	0	0	0	1.008846	0	0	0	1.064434	0	0	0	0	0	0	0	0	1.097424	1.713669	0	0	0	1.995375	0	0	0	0	0.91396	0	0	0	1.071424	0	0	0	0	0	0	0	0	0	0.899661	0	1.071924	0	0	0	0	0	1.09044	0.919159	0	0	0	1.186899	0	0.962952	0	0	0	0	0	0	1.143049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.105911	0	0	0	0	0	0	0	0	0	0	1.147719	2.023497	0	1.184871	1.68852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.208714	0	1.169778
PPP2R5A_cluster9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.689165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.192904	0	0	0	0	0	0	0	0	0	1.680887	0	0	2.256424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.773544	0	0	1.885784	0	0	0	0	0	0	0	0	0	1.715031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.344233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.822729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.421774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.521795	1.739836	0	0	0	0	0	0	0	0	0	1.728138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.659596	0	0	0	0	0	0	0	0	1.647495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARBP1_cluster9	1.522261	0	1.174789	1.232562	0	0	0	0	0	0	0	0	0	1.013099	1.845378	0	0	1.291186	0	0	0	1.386485	0	0	0	0	0	0	0	0	0	1.128371	0	0	0	0	0	0	0	0	1.245536	0	1.583364	0	0	0	1.392347	0	0	0	0	0	0	0	0	1.363606	0	0	1.498453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.787694	0	0	0	0	0	0	0	0	0	2.21331	1.489003	0	0	1.37992	0	0	0	0	0	0	0	0	1.78964	0	0	0	1.607221	0	0	0	0	0	0	0	1.785422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.672552	0	0	0	0	0	0	0	0	0	2.292093	0	0	1.699585	0	0	0	0	0	0	0	1.662691	0	0	0	0	0	0	0	0	2.218128	0	0	0	0	0	0	0	0	1.567657	0	0	0	0	0	0	1.620127	0	0	0	0	0	0	1.478202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.728433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.418411	0	0	1.776083	0	0	0	0	0	0	0	0	0	0	0	0	0	1.463728	0	0	2.195748	0	2.440928	0	0	0	0	0	0	0	0	0	0	0
RP11-443B7.1_cluster9	0	0	0	0	2.414009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.949313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.292613	0	0	0	0	0	0	0	0	3.098219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.248246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COX20_cluster9	1.635142	0	0	0	0	0	1.452804	1.465285	0	0	0	1.06849	1.456901	0.769491	0.991109	0	0	0	0	0	0	0	0	1.385092	0	0	0	1.177442	0	1.090179	0	1.212044	0	1.231605	0	0	1.011034	1.397358	0	0	0.946037	0	1.20263	0	0	1.183507	1.831721	0	0	0	0	0	1.224022	0	0	1.035712	0	1.228556	0	0	1.38919	0	0	0	0	0	1.501596	0	0.972131	0	0	0	0	0	0	0	0	1.508781	1.319466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.048103	0	1.386182	0	0	0	0	0	0	0	0	0	0	0	0	1.270685	0	0	0	0	0	0	0	0	0	0	0	0	0	1.306491	0	0	0	0	0	0	0	0	0	0	0	1.122395	0	0	0	0	0	0	0	0	0	0	1.776294	0	0	0	0	0	0	0	0	0	0	0	0	1.135804	0	0	1.25199	0	0	0	0	0	0	0	1.366302	0	0	0	0	1.136332	0	0	1.327776	0	0	2.381399	0	0	0	0	1.731829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.326699	0	0	0	1.579481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.248091	1.843152	0	0	0	1.523591	1.354699	0	0	0	0	0	0	0	0	0	0	1.360849	0	1.334661	1.35738	1.922709	0	0	1.364086	1.179284	0	0	0	0	0	1.702792	0	0	1.2532	0	0	0	0
PTRHD1_cluster9	0.860979	0	1.150865	0.985886	0	1.42837	1.081832	1.091123	0	1.014125	0	1.12522	1.328702	0.992469	1.043729	0	1.22594	1.788826	0	0.900216	0	1.109004	0	0	1.109067	1.006886	0	1.518631	1.78048	1.148059	0.914137	0.902548	0.724494	0	1.018489	0.902447	1.304002	0	1.142099	0.946921	1.220172	0.964777	0	0.773457	1.745775	0.881297	0.7875	0	0	0.999338	0	0.934096	0	1.358172	0	1.090706	1.287136	1.293785	1.198566	1.127528	2.068922	0.844717	0.960371	0	1.566739	1.303794	0	1.250112	0	0	0	1.467014	1.313031	1.322539	0	0.875231	1.286449	1.776432	0	0	0.71496	0	0	0	0	0	1.569946	0	1.184356	1.023299	0.885177	0.842169	0	0	0.780472	0	0	0	0	0	0.863167	0	0	0	0.943336	0	0	0	1.308732	0.946217	1.036615	0	0	1.011632	1.425019	0	0.855435	0.959799	0.956066	0	0	0.900822	0	0	0	0	0.732634	0	0.97501	1.358054	0	0	0	0.8621	0	0.835791	0	1.016637	0	0	0.96234	0	0.945982	0	1.192334	0.904967	0.935302	0.87853	0	1.268645	0	0	0	0	1.007735	0.961272	0	0	0.889629	0	0	0	0.932295	1.329932	0	0	0	1.016253	0	0	0	0.931623	0	0	1.327336	0	0	0.894875	0	0	0	0.886654	0	0	0.781659	1.001094	1.289605	0	1.29589	0	1.18984	0	0.981754	1.453362	0	1.182366	1.730107	0	0	0	0.916757	1.033949	0	0	1.462611	1.39714	0	0	1.016445	0.831671	1.459637	0	0	0	0	0	0.909865	1.383781	0	0	0.977587	0	1.418651	1.368817	0	1.405012	0	0	0.972538	0.823095	0	0	0.90627	1.017123	0	0	0	0	0.929391	0	1.008206	1.337599	0.898135	0	1.008776	0.876658	0	0.88924	0	0.801956	0.915834	0	1.388164	0.999154	0.948414	1.013356	1.768649	0.993855	1.010772	0	0	1.007169	1.015766	0	0.811307	0.976211	1.128986	1.259321	0	1.267987	0	1.508496	0.933194	0	0	0	1.414843
