Gene	cmp0_2365	cmp0_2430	cmp0_2682	cmp0_2687	cmp0_2767	cmp0_2816	cmp0_2822	cmp0_3164	cmp0_3242	cmp0_3439	cmp0_3476	cmp0_3482	cmp0_3507	cmp0_3629	cmp0_3646	cmp0_3724	cmp0_3742	cmp0_3791	cmp0_3816	cmp0_3920	cmp0_4028	cmp0_4166	cmp0_4198	cmp0_4339	cmp0_4340	cmp0_4388	cmp0_4409	cmp0_4463	cmp0_4479	cmp0_4744	cmp0_4751	cmp1_4780	cmp1_4789	cmp1_4796	cmp1_4810	cmp1_4815	cmp1_4840	cmp1_4867	cmp1_4870	cmp1_4946	cmp1_4996	cmp1_5010	cmp1_5027	cmp1_5054	cmp1_5061	cmp1_5099	cmp1_5118	cmp1_5136	cmp1_5155	cmp1_5160	cmp1_5213	cmp1_5242	cmp1_5264	cmp1_5319	cmp1_5325	cmp1_5331	cmp1_5334	cmp1_5361	cmp2_5430	cmp2_5485	cmp2_5523	cmp2_5542	cmp2_5687	cmp2_5709	cmp2_5796	cmp2_5872	cmp2_5874	cmp2_5950	cmp2_6074	cmp2_6106	cmp2_6123	cmp2_6251	cmp2_6333	cmp2_6405	cmp2_6531	cmp2_6603	cmp2_6628	cmp2_6701	gmp_6983	gmp_7493	gmp_7710	gmp_7798	hsc_1004	hsc_1015	hsc_1123	hsc_1200	hsc_1202	hsc_1270	hsc_131	hsc_1338	hsc_1339	hsc_1367	hsc_1413	hsc_1429	hsc_1534	hsc_1535	hsc_1579	hsc_1598	hsc_1601	hsc_1610	hsc_1617	hsc_1619	hsc_1691	hsc_1702	hsc_1818	hsc_1907	hsc_1914	hsc_1985	hsc_2007	hsc_2027	hsc_2031	hsc_2066	hsc_2095	hsc_2167	hsc_2178	hsc_2203	hsc_2205	hsc_2211	hsc_2222	hsc_224	hsc_257	hsc_268	hsc_316	hsc_336	hsc_353	hsc_354	hsc_383	hsc_422	hsc_46	hsc_506	hsc_54	hsc_555	hsc_589	hsc_618	hsc_668	hsc_716	hsc_75	hsc_763	hsc_778	hsc_809	hsc_848	hsc_92	hsc_939
CCSER2_cluster3	0	0	0	0	2.061769	0	0	0	0	0	0	0	0	0	1.964156	0	0	0	0	0	0	1.802654	0	1.843776	0	0	0	0	1.902146	0	1.99532	0	0	0	0	0	2.725559	0	0	0	0	0	0	0	1.734145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.787037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.734024	0	0	0	0	0	0	0	0	1.786376	0	0	0	0	0	0	0	0	1.813571	0	0	0	0	2.06542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.683042
PDLIM1_cluster3	0.908698	1.383702	0	0	0	0.815244	0	0	0	0	0	0.851811	0.761652	0	0	0	0.976993	0	0.964475	0.860931	0	0	0.93266	0.866722	0.8216	0	0.894983	0	0	0	0	1.799175	0.760961	1.323439	0	1.077924	0	0.930801	0	1.524723	0.962047	0.962886	1.691526	0	0.815187	0	1.144771	1.370606	0	1.800494	0	0.816662	1.363708	1.642815	0	0	0	0.830911	0.930717	1.892871	0	0.947234	0	1.525464	1.940106	1.663021	0.893638	0	0	0	0	0.902721	2.044828	0	0	0	1.406076	0.898903	0.850716	0	0.888831	0	0	0	0.818489	0	0	0	0.806334	0	0	0	0	0	0.847645	0	0.933084	0	0	0	0	1.187573	0	0	0	0	1.095555	0	0	0.712709	0	0	0	0.662842	0	0.970912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.939169	0	0	0.9712	0	0	1.112565	0	0	0.97602	0	0.877956	0.791164
DHX32_cluster3	2.024665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.948744	0	1.69827	0	0	0	0	0	0	0	0	1.816312	0	0	0	0	0	0	0	0	0	0	0	0	1.851348	0	2.108748	0	0	0	0	0	0	0	0	0	2.149986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.888632	0	0	0	1.953653	0	0	0	0	0	0	0	0	0	0	0	1.8995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.091208	0	0	0	0	0	0	0	0	0	2.174665	0	0	0
POLR2L_cluster3	0.873425	1.085933	0	0.931667	0.931576	0	1.087892	0	0	0	0	0	1.035331	1.505433	1.255074	0	0	1.27452	0	1.170282	0	0	0	0.833079	0.789709	1.18855	0.860243	0.839628	1.215451	1.171004	1.274986	0	0	0	1.085643	0.732621	0.8708	0	1.091261	0	0	0.92551	0.938696	1.204234	0	0	0	1.075653	1.211206	0.706517	0.853344	0.784962	0	0	0	0	0	1.383315	0	0.909699	1.76522	0	0	0	0	1.130288	0	0	0	0	0	0	1.243065	0.820366	1.398531	1.263084	0.675748	0	0.817694	0.792227	0.85433	1.226841	1.064641	0.75378	0.786719	0.907155	0	1.052369	0.775035	1.202169	0.883545	0.880982	0	1.310137	1.15222	0	0.896866	1.111423	0	0	1.1968	1.141473	1.302325	0	0	0	0.744603	0.910381	0	0.968799	1.419296	0.858592	1.519914	1.274225	0	0	1.984268	0	0.936924	0.851105	0.921679	0	1.198257	1.268475	0	1.486506	0.901304	1.981769	0	1.27581	0	0.896214	0.895888	0.933501	0	1.285185	1.069378	1.466131	0	0.938135	0.760504	0.843877	0.760454
SWAP70_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	1.343555	0	0	0	1.723415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.260091	0	0	1.552846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.619799	0	0	0	0	1.466786	0	0	0	1.70216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.443814	0	1.617662	1.365668	1.422375	0	1.621515	0	1.437891	0	0	0	0	1.4423	0	0	0	1.4813	0	1.724103	0	0	1.366525	0	0	1.257219	2.126765	0	2.277538	0	0	0	1.628573	0	0	0	1.691499	0	1.554989	0	0	1.575065	0	0	0	0	0	0	1.644165	0	0	0	1.387739	0	0	0	0	1.548716	0
HTATIP2_cluster3	0	0	1.376891	0	2.794355	0	0	1.542031	0	0	0	0	0	0	1.536939	0	0	0	0	1.433105	0	0	0	0	0	0	0	0	1.488419	1.433991	1.561326	0	0	0	0	0	0	2.683656	0	0	0	0	0	2.085519	0	0	0	0	0	0	0	0	0	2.734626	0	2.178612	0	0	0	0	0	2.731035	0	0	0	0	0	0	0	1.606244	0	0	0	0	0	0	0	0	0	0	0	1.226678	0	0	0	0	0	0	0	0	1.530141	1.525703	1.356864	0	0	0	0	1.361029	0	1.60922	1.465582	0	0	0	1.527043	0	0	0	0	0	0	1.486926	0	0	0	1.616178	0	0	0	0	0	0	0	0	0	1.486308	0	0	0	0	0	1.552082	0	1.616657	0	0	0	0	0	0	0	0	0
PRRG4_cluster3	2.088808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.947881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.520232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.905063	2.210373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.032929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.959679	0	0	0	0	0	0	0	0	0	0	1.992945	0	0	3.09588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.818634
CTNND1_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.257806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.923219	0	0	0	1.933163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.692938	0	2.048551	0	0	0	0	1.888428	0	0	0	0	0	0	0	0	0	0	0	0	0	1.968883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.596145	0	0	2.223162	0	0	0	0	0	0	0	0	0	0	0	0	3.196248	0	0	0	0	0	0	0	0	0	0	0	0	0
RNASEH2C_cluster3	0	1.65621	0.857419	0	0	1.889624	1.354729	0	1.146168	0	0	0.882971	0.789514	0.937341	0.957086	0.956064	0	0.971914	1.413871	0.892425	1.29774	0	0.966778	0	0.851655	0.906358	0.927722	1.280558	1.605385	0	0	1.318746	0.788797	0	0	1.117354	2.300335	0	0.832165	2.580942	0.99724	1.996219	0	0.918318	1.195019	0.997916	1.453341	0	0.923635	1.866357	0.920282	1.466243	0	0	0	0	1.303085	0	1.364383	0	0	0	1.286002	1.581265	0	2.111284	0.926328	0	1.518229	1.414556	0.938384	0	0	0	1.231467	1.362164	0.728756	2.083535	0	0.854371	0	0.76388	0.811865	1.817718	0.84843	1.383546	1.344336	1.389986	1.182045	1.296468	0	0.950088	1.463492	0	0	1.401528	1.367852	1.198603	0	1.417177	0	1.231016	0	0	0	0	0.803011	0	0	1.044792	1.530627	0.925942	0	0.971691	0.901404	0	0.957001	0.786896	0	1.589792	1.859562	1.270968	0	0.967306	1.709833	1.603109	0.972004	1.233925	0.98811	1.375885	0.973525	0	0.966164	0	0	0.980049	0.815479	1.290996	0	1.011726	1.159879	1.576293	0.820105
PPFIA1_cluster3	0	0	0	0	0	0	0	0	0	0	0	2.031049	0	0	0	0	0	0	0	0	0	0	2.223823	0	0	0	0	0	0	0	0	0	0	0	2.693134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.130779	0	0	0	3.052594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.021114	2.27961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.201331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANAPC15_cluster3	0	1.559586	0	0	0	0	1.275696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.234322	1.189189	0	0	0	0	0	0	0	0	1.919463	0	0	1.329191	0	2.118183	0	0	0	0	1.230012	1.014677	1.225549	0	1.331127	0	1.763808	0	0	0	0	0	0	0	0	0	0	0	0	1.327392	1.167309	2.307148	1.249656	1.246138	0	1.666205	1.159625	0	0.970491	0	0	1.137774	1.226964	1.438631	1.529003	0	0	0	0	0	0	1.220832	1.268921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.841111	0	1.307463	1.816304	0.983841	0	0	2.182858	0.915003	0	0	0	0	0	0	0	0	1.216861	0	0	0	0	0	0	0	0	0	0	0	0	0	1.085983	1.215677	0	0	0	2.099164	0
PAK1_cluster3	0	0	0	0	0	1.630865	0	0	0	2.379202	0	0	0	1.808942	0	0	0	0	0	0	1.770926	0	0	0	0	0	0	0	1.788734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.633701	0	0	0	0	0	0	0	0	0	0	0	0	0	1.663406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.568802	1.637358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.73439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.238267
NARS2_cluster3	0	0	1.589072	0	0	0	0	0	0	0	0	1.636429	1.463222	1.737196	0	0	0	0	0	1.65395	0	0	0	0	0	0	0	0	0	0	1.801932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.596277	0	0	0	1.819747	0	0	0	1.597429	0	0	0	0	1.739126	1.734235	0	0	0	0	0	0	0	0	0	0	1.504646	0	0	0	0	0	0	0	0	1.760818	1.565963	0	0	0	0	0	0	1.857208	0	0	1.840571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.458372	0	1.701103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.691842	1.854853	1.875049	1.52002	0	0
PICALM_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.127179	0	0	0	0	0	2.030655	0	0	0	0	0	0	0	0	0	0	0	0	2.346932	1.972536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.935226	0	0	0	0	0	0	0	0	0	2.001405	0	2.509888	0	0	0	0	0	1.909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C11orf73_cluster3	1.115002	1.386286	1.014953	0	0	1.00033	0.801817	2.273365	0	1.031911	2.27561	0	0.934572	0	0	0	1.695361	1.150483	1.67364	1.05639	1.086241	1.039774	0	1.063494	1.746133	0	0	1.515833	1.097165	0	0	0	0	1.148273	0	0.935252	0	0	0	0	0	0	0	0	0	1.181262	0	0	1.093334	1.27552	0	0	0	0	0	1.135562	0	1.019554	0	0	1.59343	0	0	0	0	0	0	0	1.037598	1.184019	0	1.56648	1.943517	1.047268	1.030767	1.612436	0	0	0	0	0	0.904227	0.961029	0.962263	1.004311	1.158059	0	0.949953	0	1.085173	1.595118	1.124647	1.414482	1.182637	1.040087	1.173111	0	0	1.075895	0	0	0	0	0	0	1.157199	0	0	0	0	0	0	1.120232	0	0	1.19134	0	1.3173	0	0	0.831983	1.063828	0	1.145028	0	1.549426	0	0	1.169654	0	0	1.144094	0	0	0	1.160112	0.965307	1.080592	0	1.19761	0	0	0
ACAT1_cluster3	0	1.168289	1.710699	0	0	1.192221	0	0	0	0	0	0	1.113849	0	0	0	0	0	0	0	0	0	1.363932	0	0	1.278691	1.308832	1.277466	0	0	1.371681	0	0	0	0	0	0	0	0	0	0	0	0	0	1.685936	0	0	1.157234	1.303066	0	0	1.194295	0	1.387065	0	0	0	0	0	0	1.342863	0	0	1.287983	0	0	0	0	0	0	1.872239	1.866971	1.337337	0	1.737357	0	0	1.314565	0	0	1.299835	1.524073	1.145382	1.146852	0	1.380207	0	0	1.17919	0	0	1.340384	0	0	0	0	1.364551	0	0	0	0	0	0	0	0	0	1.13289	0	0	0	0	0	0	0	0	0	0	1.110153	0	0	0	0	1.289131	2.363688	2.412235	0	0	2.132065	0	0	0	1.363558	0	0	0	0	0	0	0	0	0	0	0
HINFP_cluster3	0	2.011872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.05665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.134676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.669275	0	2.445109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAPD3_cluster3	0	1.680199	0	0	0	2.424828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.834475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.890563	0	0	0	0	1.647249	0	1.721438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.596587	0	0	1.426058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCAPD2_cluster3	0	0	0	0	0	0	0	0	1.802537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.754349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.18666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.698929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.643107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19555	0	0	1.940549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BICD1_cluster3	0	0	0	0	0	0	1.464811	0	0	0	0	0	0	0	0	0	0	0	2.161988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82734	0	0	1.773838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.869819	0	0	0	0	0	0	0	0	1.84759	0	0	0	0	0	0	0	0	0	0	2.060556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.123142	0	1.597623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NR4A1_cluster3	0	0	0	1.359721	0	0	0	0	0	0	0	1.689873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.821785	0	1.312757	1.584443	1.512111	1.270889	1.305726	0	0	0	0	1.937444	0	1.143543	0	1.135531	1.110063	1.249952	3.260705	2.157118	2.80617	1.913011	1.330526	0	1.29823	1.246956	0	0	4.198428	0	0	1.230606	0	2.356958	1.166443	0	0	1.186229	0	0	0	2.868486	1.197284	0	0	0.986222	1.26098	0	0	0	0	1.553786	1.555783	0	0	0	1.535878	1.959168	0	1.823615	0	1.143464	2.341813	0	0	0	1.986615	0	3.032403	0	2.355973	2.327847	0	1.28688	1.870954	0	1.879002	2.260564	2.235594	1.195918	0	0	2.62997	2.439732	2.359046	1.831554	1.064904	1.367392	1.242143	0	0	1.236588	0	0	0	2.94134	1.180775	0	0	0	0	1.849089	0	1.325802	1.875665	1.103585	1.235383	0	0	0	0	1.109847
COPZ1_cluster3	1.186153	0	1.079722	1.265247	0	0	0.852985	0	0	1.097761	1.210413	0	1.722022	0	0	0	0	0	0	1.589295	0	0	0	1.131362	0	0	0	0	0	1.1245	0	0	0	0	1.474357	0.994934	0	0	0	0	0	1.256889	0	0	0	0	0	1.032938	2.014557	0	0	0	0	0	1.179356	0	0	0	0	1.747141	0	0	1.145103	1.625841	1.266242	0	1.166495	1.775103	0	0	0	1.178355	0	0	1.096545	1.212922	1.297821	0	1.110468	0	1.640802	0	0	1.02367	1.068401	0	1.197046	0	1.052535	1.154422	1.199896	0	0	0	0	0	1.217986	1.067282	0	0	0	0	1.250604	1.27581	0	0	0	0	0	0	0	1.16601	0	0.86523	1.135108	0	0	0	0	0	0	1.131716	0	0	0	0	0	0	0	0	0	0	1.216659	1.267738	0	1.234143	1.026908	0	0	0	0	0	1.032734
RAB5B_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.973213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.613053	0	0	0	0	0	0	0	0	0	1.646417	0	0	0	1.799614	0	0	0	1.947552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.942089	0	0	0	3.157889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.563611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.883162	0	0	0	0	0	0	0	0	0	0	0
STAT6_cluster3	0	1.627621	0	0	1.974616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.832798	0	0	0	0	0	0	0	0	0	0	2.813875	0	0	0	0	0	1.815384	0	0	0	0	0	0	0	0	0	0	0	1.870829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMPO_cluster3	0	0	1.234808	0	1.446841	0	0	0	0	0	0	0	1.137014	0	1.37834	0	0	0	0	0	0	0	1.3923	1.293866	1.226507	1.305285	1.336054	0	0	0	0	0	1.13598	0	0	0	0	1.389525	1.198436	0	0	0	0	0	0	0	1.208404	0	0	1.900576	1.325338	1.724117	0	0	0	0	0	0	0	1.998092	1.370792	0	1.30958	0	1.448119	0	0	0	0	0	1.351407	0	0	1.274119	0	1.961711	1.049514	0	0	2.131145	1.326868	0	1.169201	0	1.221863	0	0	1.155725	0	1.320239	0	0	0	0	0	0	0	0	1.851135	0	0	0	0	0	0	0	0	0	0	0	1.272666	0	0	1.979015	0	0	0	0	2.057887	0	1.012201	0	1.315945	1.393058	0	0	0	0	0	0	1.402016	0	0	0	0	0	1.660861	0	0	0	0	0	0
GPN3_cluster3	0	1.795906	1.31485	0	0	0	1.03874	0	0	0	0	0	0	0	0	1.466124	0	0	0	0	0	0	1.482552	0	0	1.965614	1.422659	0	1.421351	0	0	0	0	0	0	0	0	0	0	0	0	2.651075	0	1.991552	0	0	0	1.257879	1.416393	1.168431	0	0	0	1.507697	0	0	0	0	0	0	0	0	0	0	1.541992	0	0	0	0	1.533871	0	2.029342	2.517787	0	0	0	1.117546	0	0	0	1.41288	0	1.244994	1.246591	1.301065	0	0	0	0	1.40582	0	0	0	0	1.347412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.132917	1.355164	0	0	0	0	0	0	0	0	1.407548	0	1.949028	0	0	0	1.419338	0	0	0	0	0	0	0	0	0	2.125427	0	0	0	0	0	1.395597	0
C12orf43_cluster3	0	0	0	0	0	0	0	0	0	0	0	1.690092	0	0	0	1.829997	0	0	1.91363	0	0	0	0	0	1.63015	1.734854	0	0	0	1.709245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.761508	0	0	0	0	0	0	0	1.846648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.754731	0	0	0	0	0	0	1.851345	0	0	0	0	0	0	0	0	0	0	0	0	1.414097	0	0	0	1.315154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.875207	0	0	0	0	0	0	0	0
KDM2B_cluster3	0	0	0	0	0	0	0	2.009833	0	0	0	0	0	1.961874	0	0	0	0	0	1.867862	0	0	0	0	1.782532	1.897027	1.941741	0	0	1.869021	0	0	0	0	0	0	0	0	0	0	0	0	0	1.922059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.804034	0	0	0	0	0	0	0	0	0	0	0	1.950246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.902351	0	0	1.821886	0	0	1.990301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POLE_cluster3	0	0	0	0	0	2.0695	0	0	1.984764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.008771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.870682	1.988195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.225832	0	0	2.131685	0	0	0	0	0	2.404334	0	0	2.164135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.136729	0	0	0	2.36692	0	0	0	0	0	0	0	0	0	2.228697	0
DHRS12_cluster3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.96423	0	0	0	0	0	0	0	0	0	0	1.711041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.546768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.971276	0	0	0	0	0	0	0	0	0	0	2.606102	1.66062
DIS3_cluster3	0	0	0	0	1.900681	1.598765	0	0	0	0	0	0	0	0	1.810693	0	0	1.838747	0	0	1.73607	1.661809	0	0	1.611232	0	1.755141	0	1.753528	0	0	1.764171	0	0	0	0	0	0	0	0	0	0	0	0	0	1.887941	0	0	0	0	2.462239	0	0	0	1.771827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.890138	0	0	0	0	0	0	1.726624	0	0	0	0	0	0	0	0	0	0	0	1.790399	1.299892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFDP1_cluster3	0	0	0	0	0	0	0	0	0	0	1.308495	0	1.519957	0	0	0	0	0	0	0	0	0	1.316085	1.223037	1.159366	0	0	0	0	0	0	0	0	0	0	1.075556	0	0	1.602071	0	1.357553	1.921541	0	0	1.150317	1.358473	0	0	0	1.466867	0	1.629736	0	1.892792	1.274924	0	1.773902	0	0	0	1.832474	0	2.144094	0	1.36885	2.346702	0	0	0	0	1.80656	1.801477	1.290422	0	0	0	0	1.793856	1.697695	0	0	0	0	1.564995	1.633383	0	0	0	1.609127	1.247966	0	1.829093	0	0	0	1.3491	0	0	0	0	1.757015	2.052416	0	0	0	0	0	0	0	1.005709	0	0	0	1.322774	0	1.370062	1.302774	0	0	0	0.956794	0	0	0	1.343849	0	0	1.679756	0	0	0	1.315724	1.315249	1.370467	0	0	0	1.242699	0	0	1.578955	0	0
ACTR10_cluster3	1.290961	0	0	1.377044	0	0	1.31289	0	0	0	1.317361	0	1.530258	1.284659	1.31172	0	0	0	0	1.223099	1.778598	0	0	0	1.167223	1.242196	0	1.241008	1.270307	0	0	1.278014	0	1.880168	0	1.082843	1.820206	0	1.140513	0	0	0	0	0	0	0	0	0	0	1.476807	0	0	1.93738	0	0	1.314766	0	2.0446	0	0	0	1.345708	1.246282	0	0	0	0	1.366093	0	0	0	1.28247	0	1.212535	0	0	0.998785	0	0	0	0	0	1.11269	0	1.162803	0	0	0	0	0	0	0	0	0	0	0	1.325606	1.161585	1.761661	0	1.768921	0	0	0	0	0	0	1.345582	0	0	1.211152	1.269035	1.297016	1.631036	0	0	0	0	0	1.257967	1.362281	0	1.252338	0	0	0	1.332164	1.691139	0	1.33339	0	0	0	1.379754	0	0	0	1.251119	0	1.386604	0	0	0
ARID4A_cluster3	0	1.266393	0	0	0	1.827632	0	0	0	1.333128	1.469935	1.3503	0	0	0	0	0	0	0	0	0	1.343291	0	1.373936	0	0	0	0	1.417431	1.365602	0	0	0	1.483455	0	0	0	0	1.272604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.503536	0	0	0	0	0	0	0	0	0	0	0	1.318116	0	0	0	0	0	1.431	0	0	0	0	0	0	0	0	0	0	0	1.243153	0	0	0	0	0	0	0	0	0	0	0	1.515549	0	1.832984	0	0	0	0	0	1.549355	0	0	1.228019	0	0	1.129792	0	0	0	1.050743	0	0	0	0	0	1.403663	0	1.374365	1.39738	0	0	0	0	0	0	0	0	0	0	0	1.498196	0	0	1.396023	0	0	0	0	0
