Gene	cmp0_2276	cmp0_2284	cmp0_2310	cmp0_2320	cmp0_2327	cmp0_2369	cmp0_2381	cmp0_2392	cmp0_2395	cmp0_2405	cmp0_2417	cmp0_2434	cmp0_2452	cmp0_2455	cmp0_2464	cmp0_2483	cmp0_2492	cmp0_2494	cmp0_2506	cmp0_2515	cmp0_2535	cmp0_2536	cmp0_2544	cmp0_2550	cmp0_2573	cmp0_2602	cmp0_2603	cmp0_2631	cmp0_2647	cmp0_2652	cmp0_2700	cmp0_2705	cmp0_2706	cmp0_2708	cmp0_2740	cmp0_2748	cmp0_2772	cmp0_2786	cmp0_2797	cmp0_2823	cmp0_2858	cmp0_2873	cmp0_2887	cmp0_2916	cmp0_2944	cmp0_2959	cmp0_2968	cmp0_2970	cmp0_2983	cmp0_2992	cmp0_2995	cmp0_2997	cmp0_3004	cmp0_3034	cmp0_3040	cmp0_3061	cmp0_3073	cmp0_3075	cmp0_3077	cmp0_3083	cmp0_3091	cmp0_3127	cmp0_3138	cmp0_3147	cmp0_3154	cmp0_3167	cmp0_3208	cmp0_3268	cmp0_3272	cmp0_3306	cmp0_3325	cmp0_3327	cmp0_3333	cmp0_3343	cmp0_3387	cmp0_3395	cmp0_3401	cmp0_3422	cmp0_3427	cmp0_3443	cmp0_3446	cmp0_3453	cmp0_3458	cmp0_3460	cmp0_3474	cmp0_3478	cmp0_3519	cmp0_3520	cmp0_3529	cmp0_3541	cmp0_3551	cmp0_3553	cmp0_3556	cmp0_3574	cmp0_3579	cmp0_3590	cmp0_3599	cmp0_3606	cmp0_3624	cmp0_3625	cmp0_3641	cmp0_3645	cmp0_3658	cmp0_3682	cmp0_3708	cmp0_3728	cmp0_3754	cmp0_3781	cmp0_3788	cmp0_3790	cmp0_3797	cmp0_3812	cmp0_3824	cmp0_3836	cmp0_3839	cmp0_3849	cmp0_3860	cmp0_3866	cmp0_3867	cmp0_3887	cmp0_3908	cmp0_3925	cmp0_3927	cmp0_3933	cmp0_3935	cmp0_3940	cmp0_3964	cmp0_4018	cmp0_4022	cmp0_4023	cmp0_4025	cmp0_4026	cmp0_4054	cmp0_4080	cmp0_4084	cmp0_4097	cmp0_4127	cmp0_4128	cmp0_4131	cmp0_4138	cmp0_4141	cmp0_4191	cmp0_4201	cmp0_4208	cmp0_4209	cmp0_4212	cmp0_4229	cmp0_4237	cmp0_4258	cmp0_4268	cmp0_4278	cmp0_4293	cmp0_4297	cmp0_4308	cmp0_4314	cmp0_4330	cmp0_4346	cmp0_4348	cmp0_4352	cmp0_4377	cmp0_4390	cmp0_4411	cmp0_4417	cmp0_4429	cmp0_4453	cmp0_4471	cmp0_4480	cmp0_4486	cmp0_4495	cmp0_4509	cmp0_4542	cmp0_4559	cmp0_4567	cmp0_4568	cmp0_4579	cmp0_4596	cmp0_4604	cmp0_4612	cmp0_4621	cmp0_4622	cmp0_4627	cmp0_4633	cmp0_4663	cmp0_4667	cmp0_4672	cmp0_4681	cmp0_4687	cmp0_4688	cmp0_4692	cmp0_4705	cmp0_4760	cmp0_4763	cmp1_4791	cmp1_4798	cmp1_4839	cmp1_4844	cmp1_4920	cmp1_4939	cmp1_4975	cmp1_4978	cmp1_5016	cmp1_5021	cmp1_5039	cmp1_5050	cmp1_5063	cmp1_5064	cmp1_5097	cmp1_5098	cmp1_5113	cmp1_5144	cmp1_5156	cmp1_5184	cmp1_5198	cmp1_5204	cmp1_5210	cmp1_5230	cmp1_5234	cmp1_5260	cmp1_5266	cmp1_5324	cmp2_5463	cmp2_5466	cmp2_5504	cmp2_5690	cmp2_5720	cmp2_5765	cmp2_5771	cmp2_5775	cmp2_5865	cmp2_5895	cmp2_5902	cmp2_5918	cmp2_5926	cmp2_5957	cmp2_6042	cmp2_6116	cmp2_6128	cmp2_6192	cmp2_6219	cmp2_6238	cmp2_6302	cmp2_6313	cmp2_6400	cmp2_6450	cmp2_6486	gmp_6832	gmp_7218	gmp_7222
HIVEP3_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.382469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.130265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.099074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.707082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.531284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERMAP_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.119094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.063619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBNA1BP2_cluster10	0	0	1.501246	0	1.317566	1.000175	0	0.87888	1.039298	0	0	1.087543	0	0.905746	0	0	1.227921	1.291309	0.988443	0	0	0	1.11077	0	0	0	0	0	0	0	0	0	0	0	0	0	0.863738	0	0	1.283713	0	0	0	0	0	0	0.864775	0.830859	2.121582	0	1.077158	0	0	0	0	1.126299	0	1.029106	1.645078	0	0	0	1.006022	1.241986	1.902567	0	0	1.049881	0	0.939605	0	0	0.992854	0	0.980782	1.861628	0	0.892754	1.070164	0	1.117967	0.849696	0	0	0	0	0	1.51483	0	0.989591	0	1.193143	0	0	1.012551	0.902239	0	1.283713	0	0	1.259559	0.932337	0	1.564414	0.779185	0	0	1.073774	0.940069	0	1.589034	0	0.937413	1.062963	1.589736	0	0	0	0	0	0.847733	1.507067	1.482515	0.967934	1.064392	0	0	0	0	0.820719	0	1.269768	1.912451	0.964096	0	0	0.744183	0	0	0.904813	1.329842	1.891608	1.151877	0	1.713788	0.80025	0	0	0.789902	0	0	0.869278	1.799578	0	1.010673	0.941638	0	0	0	1.810249	0	0	1.40556	0	1.320689	0	1.106775	0	0	0	0	1.079523	0	0	0	0	0.920136	0	0	1.804616	0	1.667486	0	0	0	0	0.821259	0	0	0	0.822694	0.721922	1.085721	1.431353	0	0	1.619284	1.666946	0	0	1.306139	0	0	0	0	1.617065	1.138666	0	2.010624	0	2.530443	0	1.300884	2.011194	1.28653	0	1.565081	0	0.915656	1.595422	1.186094	1.959592	1.572358	2.649324	1.607461	1.536327	1.973659	1.188019	1.680527	0	0	1.01951	1.022776	1.908038	1.656539	0	2.027476	1.151451	1.084472	2.210744	0	2.269747	2.282505	1.537469	0	1.755551	0.990404	0.996702
NASP_cluster10	1.341495	1.428202	1.46699	1.302098	0.743338	1.128552	0	1.402455	0.829221	1.412388	0.837277	1.001948	0	0.722663	0.909409	0.739274	0.692764	1.030291	0.788645	0	0	0	0.886245	0.842473	0	0.666488	0	1.1753	0.910318	0.936374	0	1.267501	0.954342	1.06237	0.997947	1.363536	1.193637	0.95339	1.102969	1.774021	0	1.489658	1.115845	0	1.047755	0.94746	0.97577	0.662913	0	1.457505	0.859428	1.064082	1.293785	0	1.38122	0	0	0	1.136701	0.943199	0.930577	0	0.802671	0.990938	1.239435	1.153633	0	1.450876	0	1.29848	0	0.585334	0	0.902077	1.106666	0.857555	1.065537	0.712297	1.207518	1.26985	1.544966	0.677942	1.468145	1.343484	0	0	1.187561	1.046704	0.865335	1.57912	0.861033	1.648857	1.234767	0.980129	1.142515	1.018042	1.203009	1.774021	1.587133	0.734319	1.004958	0.74388	0	0.882605	1.076787	1.552913	1.509311	1.483894	1.060731	1.641332	1.267837	0.802784	1.495858	1.468955	0.896891	0.82188	0	0	1.522771	0.761841	0.956541	0	1.182848	1.092172	0.849241	0	0.856519	0.795344	0	0.926059	1.119826	1.013104	0	1.087842	1.262652	0	1.187514	0.734797	0.9067	1.768333	0.612589	1.232295	0.919044	0	0.789453	0.638492	1.267391	1.366324	1.0916	1.226491	0	0	1.172344	0.875676	0.806382	1.679958	0.729631	1.081245	1.318981	1.250832	1.608207	1.432372	1.294936	0.821698	1.053731	0.928815	0.624416	1.06481	1.339735	0.71962	0.86314	0	0.988705	1.094322	1.556705	0.878265	1.271578	1.197698	0.9483	0.831292	0.896851	1.086292	1.083144	1.223164	0.886398	1.511324	0.92667	0.862577	1.048322	1.269067	0.656399	0.575997	0.86626	0	1.575141	0.94523	0	0	0	1.473964	1.042123	0	0.852279	0.933239	1.503875	1.290202	0	0	0.802104	0.889546	1.009475	0.864483	0	1.356186	1.026475	0	1.974409	1.601724	2.066364	1.27293	0.946343	1.105554	1.53648	1.494687	1.813781	0	0	1.773322	1.340836	0.950741	0.825002	0.81343	1.632078	1.243	1.618737	1.797432	0	1.837406	0.865264	1.763876	1.732663	0.905477	1.577146	0.867402	1.157692	1.143661	1.580418	1.778199
SCP2_cluster10	0	0	0	0.213975	0	0.227136	0	0.141132	0.166892	0.164119	0	0.100828	0.280949	0.205692	0.183031	0	0.197181	0.207361	0	0.263399	0.211975	0.317857	0	0.169559	0.169599	0	0	0	0.183214	0.188458	0	0.255102	0.192074	0.151191	0.20085	0.237663	0	0	0	0.145764	0.256988	0.387058	0.158801	0	0.149111	0	0.138867	0	0.170343	0	0	0.151435	0.21261	0.268804	0.226978	0.180863	0.171519	0	0.186795	0.134232	0.26487	0	0.228464	0.19944	0.17639	0.164179	0.233156	0	0.248742	0.213381	0	0.263423	0.225474	0	0	0.172595	0	0.14336	0	0.180719	0.219872	0.192963	0	0	0	0.227853	0.169008	0.121627	0	0.15891	0.173295	0	0.248514	0.311902	0.229947	0	0	0	0	0.147792	0.165146	0.259316	0.147115	0.177636	0.17695	0.156273	0.248027	0.172428	0.213486	0.233586	0.147322	0.161571	0.212883	0.241395	0	0	0.177228	0.266751	0	0	0.13613	0	0.194378	0.155432	0	0	0.298582	0.277256	0.281586	0.186382	0.225381	0.322396	0.237882	0.218943	0.207493	0	0	0	0.182486	0.145296	0.213548	0.175374	0.18497	0.377388	0.158888	0.222578	0.180369	0.137495	0.179384	0.174548	0.36337	0.13959	0	0.176242	0	0.15121	0.207675	0	0.132732	0.145346	0.144751	0	0	0.165378	0.212078	0.186937	0.177728	0.303077	0.155677	0.144833	0.173719	0	0	0.220247	0.140116	0.176763	0.147757	0.241053	0	0.289788	0	0.154595	0.251721	0.246179	0	0	0.131879	0.245515	0.210989	0.180607	0.186831	0.163946	0.174347	0	0.274547	0.269041	0.260027	0	0	0.171274	0.14831	0.226883	0	0	0	0.183615	0	0.192093	0.228303	0	0.248833	0.246058	0.208898	0.272951	0	0	0.177712	0.27918	0	0.147914	0.269358	0.157337	0.252491	0.134534	0.149031	0.174447	0	0.190774	0	0	0.166043	0.163714	0.232269	0.176898	0.266009	0	0	0.184902	0.174146	0.134179	0	0	0.259174	0.246889	0.164757	0	0.275466	0.160052
SNX7_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.006727	0	2.114472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.910179	0	0	0	0
GNAI3_cluster10	0	0	1.228019	1.887912	0	0	0	1.01671	0	0	0	0.726362	0	0	0.932357	0	0	1.493821	0	1.341749	1.079796	1.322033	0	0	0	1.366613	0	0	0	0	1.003594	0	0	0	0	0.988494	0	0	1.130805	0	1.309091	1.246992	0	1.342378	0	0	0	0	0	1.220078	0	1.090931	0	0	0	1.302931	0	0	1.648102	0	0	0	0	0	0	1.182743	0	1.717603	0	0	0	1.469949	1.14856	0	0	0	1.892136	0	0	0	0	0	0	0	1.329447	0	0	0.876197	1.254647	0	0	0	1.265923	1.421088	0	0	1.00704	1.050076	0	1.064688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.191646	1.27675	0	1.396377	1.104595	0.980679	1.232777	0.990161	1.119732	1.231316	0	1.241866	0	1.171179	1.342695	0	1.038672	0	1.115289	1.056967	0	0.86089	1.845294	0	1.046709	0	0	0	0	1.144627	0	0	0.990516	0	0	1.308854	0	0	1.269642	1.169175	0	0	0	0.956195	1.047072	1.47472	0	0	0	0	1.346689	0.905341	0	1.121495	1.043379	0	0	1.013657	0	0	0	1.843659	0	0	1.205292	0.919482	0	0	0	0	1.095637	0	0	1.074774	0	0	0	1.25599	1.655823	0	0	0	0	0	2.467709	1.510977	0	0	1.913578	0	1.87066	1.862858	2.396879	1.16297	0	0	0	0	0.879372	2.353191	0	0	0	0	1.06557	0	0	0	1.678663	0	0	0	0	1.944076	1.378477	1.196173	0	0	0	1.355046	1.303046	1.91504	1.332029	1.774196	0.966623	0	1.312852	0	1.257649	1.678541	1.658195	0	1.153009
ILF2_cluster10	0	0	0.767174	1.179428	0.952202	0.722825	1.054533	1.420271	0	0.73862	1.072534	1.636117	0.894075	1.463687	1.647468	1.159828	1.403129	0.659892	1.237283	0	0.674576	0	0	1.07919	0	1.045634	1.220909	1.06457	1.428174	0	1.085947	1.14809	0.864433	1.17855	1.27835	0.87333	0.882783	0	1.223593	1.312018	0.817822	0.779029	1.010723	1.452529	1.342151	0	1.082483	0.60046	1.327844	1.320193	1.348332	0.963834	1.1719	0.855425	1.021514	0.813975	1.337012	1.051798	0.840675	0.85434	0	0.792512	1.028207	0.634686	1.374984	1.279793	0	0	0.791583	0.960323	1.198783	1.185538	1.014746	0.817092	1.002407	0	1.364932	0.912438	1.729384	1.626653	1.142615	0.614073	0	0.860489	0.830539	1.255922	1.075681	1.340809	1.752655	1.238721	1.350852	0	0.790855	1.537696	1.034877	1.304094	1.08967	1.606888	0.830004	0.940647	1.287331	1.347598	1.324183	0.799454	1.489862	1.406613	1.248002	1.552028	0.960797	1.287521	0	0.727153	0.958082	1.086402	0.812394	0.744451	0	0.848892	1.06841	0.690067	1.369938	1.333934	1.515203	1.21161	1.08786	1.104015	1.097183	0.720414	1.935805	1.779396	1.014327	1.123899	1.236208	1.970708	1.1437	1.133702	0.53782	0.665571	0.821279	1.132599	0.554877	1.367063	1.177277	0.84922	1.238552	1.416637	1.14799	1.071793	1.398317	1.756553	0.817676	1.404756	1.061895	0.793178	0.730412	1.666928	1.321787	1.385049	1.335736	0.925081	1.723586	1.297428	1.311385	0.744286	0.674905	0	1.131181	1.363998	1.21352	0	1.354157	0.780169	1.266511	0.991223	0.891791	1.125038	0.66498	1.084864	0	1.304193	1.816488	1.967902	0.566438	0	0	0.967989	1.453826	0	0.949559	0.812824	0.59456	1.043465	1.109662	1.266918	0	0.856179	1.433262	0	1.057601	1.335099	1.88789	1.444036	0.771986	1.195462	1.362193	1.431297	0.822913	0.864519	1.453076	0.805741	1.29312	1.107384	1.486503	2.055539	0.657448	1.193524	1.599591	1.256451	1.871692	1.153009	0	0.708096	1.796711	2.183051	0.948531	0	1.746926	1.487105	0	1.722341	1.056811	1.27617	1.280262	0.796129	0.846532	0.814047	1.691928	1.441329	1.75251	1.479182	0	1.640341	1.649561	1.571369	1.284301	1.035915	1.239738	1.247622
ATP8B2_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.653204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.452333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFNA3_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.51481	0	0	0	0	2.848347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.866205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.912363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MEF2D_cluster10	0	0	0	1.947901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.328457	0	0	0	0	2.411218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.281662	0	0	0	0	0	0	0	0	0	0	2.060815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.708807	1.871205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.194404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.04012	0	0	0	0	2.107679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.060531
ATP1B1_cluster10	0	0	0	0	0	0	0	0	1.536955	0	0	0	0	1.894268	1.191885	0	0	1.909639	0	0	0	0	0	0	1.56188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.898402	1.673484	0	0	0	0	0	0	0	0	0	1.592941	0	0	0	0	0	0	0	1.2164	0	0	0	0	1.298738	0	1.511969	0	1.552601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.284574	0	0	1.287354	0	0	0	0	0	0	1.6359	0	0	0	0	1.390209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.18344	0	0	0	0	0	0	0	0	0	0	0	0	1.728679	0	0	0	1.200075	0	1.953085	0	0	0	2.027513	1.33381	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6031	1.64293	0	0	1.598778	0	0	0	0	0	0	0	0	0	0	0	0	1.365826	1.477447	0	0	0	1.690955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.242308	1.757319	0	0	0	2.139028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMG7_cluster10	0	0	0	0	0	0	0	0	1.86487	0	0	0	0	1.625226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.549852	0	0	0	0	0	0	0	0	0	1.551712	1.490852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.019371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.628776	0	0	0	1.672944	0	0	0	0	0	0	0	0	0	0	0	0	2.017055	0	0	0	0	0	1.521131	0	0	0	0	0	1.926263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.015455	1.536389	1.417364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.404276	0	1.739549	0	0	0	1.572282	0	0	0	0	0	2.132672	0	1.426212	0	0	0	0	0	0	0	0	0	0	0	1.948168	0	1.771203	3.006288	0	0	0	0	0	0	0	0	0	2.051731	0	0	0	0	0	0	0	1.363994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06611	0	0	0	0	0	0	0	0	0	0
RGS2_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.961068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.956081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.164109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93162	0	0	1.186002	0	0	0.823958	0	0	0	1.119178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.971643	0	0	0	0	0.902198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.065444	0	0	0	0	0	0	1.664971	1.658026	1.741855	0	1.147937	1.302705	0	0	0	0	0	0	0	0	0	0	1.008821	0	0	0	1.581844	0	0	0	0	0	1.484517	0	0	0	0	0	0	0	0	1.11798	0	1.175062	1.119361	1.82974	0	0	0
RBBP5_cluster10	0	0	0	0	2.034355	0	0	0	0	0	0	0	0	0	0	0	1.895943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.055892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.601694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65388	0	0	0	2.605327	0	0	0	0	0	0	0	0	0	0	0	0	1.701414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.084992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.976413	1.968327	0	1.771976	0	0	0	0	0	2.116889	1.969444	0	0	0	0	0	0	0	2.317781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.155409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.762716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRGAP2_cluster10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.958214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.483455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.562791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.39569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CD34_cluster10	0	0	0	0	0	1.016848	2.097959	0.893528	0	0	0	0.902775	0.889367	0.920842	1.158801	0	0.882743	0	0	0	0.948972	1.161861	0	0	1.859806	0	0	0	0	0	0	0	0	0	0	0.868731	1.520973	1.214842	1.405443	0	0	0	1.0054	0	0.944047	1.207286	0.879188	0	1.078471	1.072259	0	0	0.951812	1.203383	0	0	1.085919	0	0.836248	1.471968	0	1.57668	0	0	0	1.039447	0	1.509503	0	0	0	1.054794	1.009401	1.149456	0	0	0	0	1.087998	1.144163	0	0	0	0	0	0	0	0.77004	0	0	0	1.213029	0	0	0	0	1.251619	0	0	0.935694	0	0	0.931409	1.124647	1.120299	0	0	0	0	0	0.932721	0	0	1.08068	0	0	0	1.194194	0	0.970764	0	0	0.870196	0	0	0	0	0	1.455624	0	0	1.290934	0.869529	0	0.928908	0	0	0.936303	0	0	0	0	0	1.689494	0	0.813588	1.141941	1.231085	0	0	0	1.249836	0	0	0	0.957333	0	1.124936	1.879069	0	0.916445	0	0	0	0.949434	0	1.378111	0	0.985616	0	0	0	0	0.986004	0	0	0.935473	0	0	0	0	1.695279	0	0	0	0	0	0	0	0	0	0.733955	1.103816	0	0	0	1.164092	0	0	0	0.938975	0	0	0	1.564644	0	0	0	0	0	0.909558	0	0	1.092946	0	1.18724	0	0	0.930918	0	0	0	0	0.851754	0	0	1.00328	0	1.208118	1.211466	0	1.795272	1.039827	0	0	0	0	0	1.102547	0.84951	1.561163	0	1.160276	0	1.475175	0	0	0
